12345678,3000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
12345678,1000.0
20240531151117,1000.0
20240531151355,1000.0
20240531151623,3000.0
20240531152042,5000.0
20240531152404,6000.0
20240531153630,7000.0
20240531174305,900.0
20240531174402,900.0
20240531174407,900.0
20240531174423,322.0
20240531181344,12222.0
20240531181403,3.022755840101E12
20240531181408,3.02275584010102E14
20240531181413,3.02275584010102E14
